Provider ID,FRN,holding_company
450023,31651524,"Camellia City Fiber, LLC"
460054,31654841,"National Telecom, LLC"
450015,31660798,Ayva Limited
450050,31677834,"Free Range Internet, LLC"
470041,31691322,"IQ Fiber Intermediate Holdings, LLC"
450129,31743610,"Upward Broadband, LLC"
450027,31761679,"City of Buffalo, Minnesota"
420173,31764285,"Northwest Fiber, LLC"
420173,31764293,"Northwest Fiber, LLC"
170054,31777865,"FIF St. George, LLC"
460053,31810708,Mendocino Unified School District
450047,31831597,"Fiber Broadband, Inc."
460078,31848930,Pierce Pepin Cooperative Services
480086,31849854,Smart Fiber Networks Inc.
490023,31858145,"HDD Broadband, Inc."
450083,31871197,NEK Community Broadband
450061,31931207,JR Network PR LLC
450116,31960909,Singing River Electric Cooperative
450089,31992027,"Sisu Investments, LLC"
450032,32003642,"CMA Wireless, LLC"
460065,32009425,Platinum Connect LLC
450085,32025447,New Alliance LLC
450055,32032211,"IFN, LLC"
470127,32096257,"Fastbridge Fiber, LLC"
450069,32152381,LitFiber
470028,32168924,"Everfast Fiber Networks, LLC"
440030,32173668,"ERC Broadband, LLC"
480048,32208985,"IBT Group USA, LLC"
520028,32282105,King Networks LLC
270090,32282907,CG Computer Works LLC
460584,32317471,Outer Reach Broadband LLC
460079,32363871,Tachus LLC
480002,32366692,Addison County Communications Union District
130837,32385577,Miles Cooperative Telephone Association
470073,32398398,"Stimulus Technologies of California, LLC"
460615,32419996,Ten Four Holdings LLC
460012,32433054,BLS Broadband LLC
460511,32486052,BAM Broadband OpCo LLC
480069,32539967,"Ozark Fiber, LLC"
450168,32557027,Conquest Wireless LLC
480067,32580888,"Omni Fiber, LLC"
470048,32592545,"Lee Wireless, LLC"
480019,32607046,"City of Fort Dodge, Iowa"
460051,32630329,Little Wapsie Communications
490014,32631509,"Community Networks, LLC"
460038,32659112,Heartland Fiber
460077,32674095,"SureFire Internet, LLC"
510066,32674962,Steuben County Rural Electric Membership Corporation
131492,32679409,WinDBreak Cable
130331,32705352,"Computer Sales & Services, Inc."
460006,32718389,"Avative, LLC"
320014,32725012,Backroads Broadband
480055,32728677,"LiveOak Fiber, LLC"
150341,32739815,Yellowstone Media Design
430230,32748550,"Telespan, LLC"
350030,32754012,Corridor Wireless LLC
280024,32769192,FractalVision
460061,32771750,Onlinet LLC
370146,32781940,"X-Tech, LLC"
460072,32790156,Sebago Fiber & Wifi LLC
460581,32793473,OLHCommunityFiber
370141,32794695,"Wi-Fiber, Inc."
380146,32802506,W S Electronics LLC
460011,32807497,BLB Communications
460017,32807968,Center Cable TV
130559,32809766,Grand Mound Cooperative Telephone Association
270115,32819799,Webhiway Communications LLC
460085,32820045,"Underline El Paso, LLC"
410147,32820466,Somerfield Cable TV
460052,32823494,"Mann Holdings, LLC"
460032,32830051,"Ezee Fiber Texas, LLC"
460066,32832404,Prado Network
300205,32835365,Ruhl Moore Technologies
450174,32840076,Wyyerd Group LLC
480010,32869554,"BIF IV Intrepid HoldCo, LLC"
410121,32873846,Canyon Wireless
470101,32874851,Litebridge LLC
460036,32875411,"Grid Southwest, LLC"
500082,32878332,Lovelock Highspeed
460598,32898884,Robinson Hardware and Software Solutions
520030,32901886,"City of Colquitt, Georgia"
460105,32935819,North WiFi PR
420186,32954638,"Craion, Inc."
510001,32986473,Archtop Fiber Holdings LLC
130904,33037706,"New Lisbon Telephone Company, Inc."
131463,33043159,West Liberty Telephone Company
500084,33105487,"Generate-Ubiquity Holdings, LLC"
460667,33175266,Magnolia Road Internet Cooperative Inc.
131162,33205766,"Santa Rosa Telephone Cooperative, Inc."
470062,33212275,Ravalli Broadband LLC
470133,33230871,Integrated Elements Ultd
470113,33242256,Metro Service Center
480118,33249921,Element8 Technology Investment Group Inc.
480009,33254913,"Back 2 Roots, LLC"
490011,33259813,"Circle B Wireless, LLC"
510029,33315078,"Klick Networks, LLC"
500019,33369687,East Central Energy
470107,33373853,OGC Fiber Networks Lago Mar
470047,33388331,"LCS Fibercom, LLC"
480120,33397324,Ardent Wireless LLC
460662,33407156,Raymond Mazeika
490039,33409202,Pea River Electric Cooperative
470108,33429960,"Wellcom Technologies Highlands, LP"
470108,33429994,"Wellcom Technologies Highlands, LP"
490008,33430026,Arrive Internet
470023,33450867,Cowboy Internet Services
490066,33463480,Konvergence Technologies
480036,33468521,"Enlightened by Woodruff Electric, LLC"
490069,33503343,"Suwannee Valley Electric Cooperative, Inc."
520034,33531849,Local2u LLC
460099,33681230,"360 Communications, Inc. (OK, AR & TX)"
460679,33683897,Invest Newark
480084,33698697,Skyewaves LLC
300169,33699505,"Virginia Broadband, LLC"
490060,33704248,Wecom LLC
490018,33711136,"Fiber by Central Florida, LLC"
510021,33767294,Foothills Broadband LLC
131486,33804808,Wilkes Telephone Membership Corporation
470128,33852047,FiberX Inc.
500058,33894023,White River Valley Electric Cooperative
500011,33901281,"City of Lexington, Tennessee"
520035,33969155,"World Mobile Networks, LLC"
490074,34049155,Wire 3 Holdings
350116,34057778,"Whittrio, Inc."
500048,34072124,"Stupp Fiber, LLC"
480039,34113704,Adirondack Internet
510042,34120139,Ripple Broadband LLC
520039,34142349,Alpine Connective LLC
480018,34167072,Cherokee County Electric Cooperative Association
500039,34189365,"Opiquad, LLC"
390162,34190777,"Planet Networks, Inc."
490012,34232173,"City of El Reno, Oklahoma"
480023,34233734,ClearNet
490071,34272989,Electryon Tech
500042,34292060,Remarkable Wifi LLC
510071,34333732,Fiber2Go Corporation
490028,34338608,Lenoir City Utility Board
300192,34377739,"USConnect Holdings, Inc."
240110,34418905,"Public Utility District of Grant County, Washington"
490004,34473058,"AirUltra, LLC"
510020,34513143,"Flying Bull Internet, LLC"
130234,34539080,Chariton Valley Telephone Corporation
510072,34587246,"City of Lehi, Utah"
490068,34614909,Seamless Fiber Innovations LLC
500025,34637652,"GreyStone Connect, LLC"
520075,34643015,Evergreen Technologies Solutions LLC
510004,34666412,"City of Bainbridge, Georgia"
270012,34671891,Aristotle Unified Communications Inc.
500012,34740860,"connectSCP, LLC"
330025,34742437,Uniti Group Inc.
520045,34760900,Tillman Global Holdings
520046,34764209,Air Fiber Communications
500071,34822973,Lucky Fiber LLC
510055,34875641,Waterloo Telecommunications Utility
520047,34925370,"C & L Broadband Connect, LLC"
490005,35016658,Allevia Technology
500079,35062033,Sabino WiFi
510002,35377571,Baltimore City Office of Information and Technology
510052,35509769,Trive Capital Management LLC
500002,35517085,"ACU Global, LLC"
510030,35549435,"Lyte Fiber, LLC"
131057,35550060,"Ponderosa Communications, Inc."
510061,35617026,Lehigh WiFi LLC
420173,35632058,"Northwest Fiber, LLC"
500040,35636505,Pilam HSI LLC
520052,35667401,Tennessee Valley Electric Cooperative
500032,35672765,Larkin LLC
300191,35676386,"Trailblazer Holdco, LLC"
300191,35676576,"Trailblazer Holdco, LLC"
300191,35676618,"Trailblazer Holdco, LLC"
500052,35720887,Velofi LLC
300191,35791185,"Trailblazer Holdco, LLC"
130116,35811215,Benton Ridge Telephone Company
500031,35811397,Kwikbit Internet
500047,35824986,Southern Ute ISP
500075,35852417,"FiberFi, LLC"
500013,35854983,"Connex Broadband, LLC"
370141,35883883,"Wi-Fiber, Inc."
520054,35886845,"Montgomery County, Maryland"
500080,35906361,"Smartlink Technology, LLC"
510075,35956994,Cenos Networks
460031,35986439,"ezWave, Inc."
131465,36116473,West River Telecommunications Cooperative
500083,36329811,Rozint LLC
131486,36414746,Wilkes Telephone Membership Corporation
131486,36414761,Wilkes Telephone Membership Corporation
510076,36528313,Netwave Broadband
480069,36529329,"Ozark Fiber, LLC"
430054,36530533,Milan Department of Public Utilities
520061,36663508,"Centric Integrated Systems, Corp."
370141,36779247,"Wi-Fiber, Inc."
370141,36779262,"Wi-Fiber, Inc."
370141,36779288,"Wi-Fiber, Inc."
130045,37070679,"Alpine Communications, LLC"
520066,37202561,"Logan County Gig, LLC"
520068,37365616,"Tammany Wireless Holdings, LLC"
520069,37397841,"Wave 7 Communications, LLC"
470108,37437076,"Wellcom Technologies Highlands, LP"
130029,1584960,Alaska Power & Telephone Company
130068,1772888,West Kentucky Rural Telephone Cooperative Corp. Inc.
131378,1775295,"Future Fiber FinCo, LLC"
130068,1792621,West Kentucky Rural Telephone Cooperative Corp. Inc.
130619,3007481,Shenandoah Telecommunications Company
131378,3412871,"Future Fiber FinCo, LLC"
131378,3713906,"Future Fiber FinCo, LLC"
131378,3731791,"Future Fiber FinCo, LLC"
300191,3745734,"Trailblazer Holdco, LLC"
131310,3767639,"Telephone and Data Systems, Inc."
300191,3775244,"Trailblazer Holdco, LLC"
130029,3800117,Alaska Power & Telephone Company
131378,4315362,"Future Fiber FinCo, LLC"
220001,4339933,PTI Pacifica Inc.
220001,4350252,PTI Pacifica Inc.
131310,4372322,"Telephone and Data Systems, Inc."
131310,4948105,"Telephone and Data Systems, Inc."
131378,4997516,"Future Fiber FinCo, LLC"
131378,5057328,"Future Fiber FinCo, LLC"
131378,5555925,"Future Fiber FinCo, LLC"
131378,6925440,"Future Fiber FinCo, LLC"
130335,7494776,"Fidium Holdings, LLC"
190308,7649882,"R.M.Greene,Inc."
131378,8702433,"Future Fiber FinCo, LLC"
130030,9405531,"Covington Electric Cooperative, Inc."
290065,11563277,ISP Industries LLC
131378,11581931,"Future Fiber FinCo, LLC"
470021,12361036,"Concho Valley Electric Cooperative, Inc."
130627,12369286,EchoStar Corporation
160160,15683816,Hawkeye Topco Holdings LLC
131378,17225723,"Future Fiber FinCo, LLC"
300191,18424440,"Trailblazer Holdco, LLC"
131378,18538496,"Future Fiber FinCo, LLC"
131378,18538512,"Future Fiber FinCo, LLC"
190134,18540237,"Electric Power Board of Chattanooga, Tennessee"
480020,18809327,"City of Sylvester, Georgia"
131378,19491562,"Future Fiber FinCo, LLC"
300057,20176699,"Fatbeam Holdings, LLC"
260010,20680948,"MiFiber Holding, LLC"
131378,20820189,"Future Fiber FinCo, LLC"
131378,21454806,"Future Fiber FinCo, LLC"
131310,22516330,"Telephone and Data Systems, Inc."
290121,23027618,"The Tahlequah, LLC"
410157,24026304,"SkyNet Broadband, Inc."
300044,24368151,GI DI Vertigo Acquisition LLC
350133,26282459,Grase Communications LLC
131378,26646661,"Future Fiber FinCo, LLC"
131207,31672363,"SmarterBroadband, LLC"
460089,31708613,"VFN Holdings, Inc."
450093,32006249,"Ripple Fiber, LLC"
460094,32718827,"The Tahlequah, LLC"
460073,32784167,Kempler Internet
470055,32821191,NCI Datacom
200041,33003211,"Raw Bandwidth Communications, Inc."
260010,33107137,"MiFiber Holding, LLC"
480093,33167420,"Town of Dryden, New York"
480043,33182189,Get Real II LLC
460568,33246786,"Maverix Broadband, Inc."
470030,33307901,Boston Omaha Corporation
131378,33445198,"Future Fiber FinCo, LLC"
340068,33590407,Skynet Country Inc.
300191,33889254,"Trailblazer Holdco, LLC"
490041,35019199,"Public Utility District #1 of Kitsap County, Washington"
